,has_summ,soap_central,soapcentral_condensed,tvmega_recap,tvdb,scene_breaks,has_caps,n_scenes,n_lines,n_chars,n_chars_per_scene,duration_raw,duration,split,usable
atwt-06-30-09,True,True,True,True,False,explicit,True,27,484,16,47.18518518518518,3534.448617,58m 54.45s,train,True
atwt-07-01-03,True,True,True,True,True,explicit,True,29,347,22,44.86206896551724,3340.701315,55m 40.70s,train,True
atwt-07-01-04,True,True,True,True,False,explicit,True,36,336,18,43.16666666666666,3326.792562,55m 26.79s,train,True
atwt-07-01-05,True,True,True,True,True,explicit,True,30,378,19,44.53333333333333,3326.235283,55m 26.24s,train,True
atwt-07-01-08,True,True,True,True,False,explicit,True,28,438,16,46.57142857142857,3533.868118,58m 53.87s,train,True
atwt-07-01-09,True,True,True,True,False,explicit,True,29,546,19,45.689655172413794,3534.448617,58m 54.45s,train,True
atwt-07-01-10,True,True,True,True,False,explicit,True,25,424,12,47.08,3533.844898,58m 53.84s,train,True
atwt-07-02-01,True,True,True,False,True,implicit,False,29,350,24,47.310344827586206,3357.884082,55m 57.88s,nelly-excluded,False
atwt-07-02-03,True,True,True,True,False,explicit,True,30,374,26,44.16666666666666,3341.212154,55m 41.21s,train,True
atwt-07-02-04,True,True,True,True,True,explicit,True,36,317,31,44.083333333333336,3328.325079,55m 28.33s,train,True
atwt-07-02-07,True,True,True,True,False,none,True,37,390,20,2.351351351351352,3535.493515,58m 55.49s,train,True
atwt-07-02-09,True,True,True,True,False,explicit,True,27,421,13,44.14814814814815,3535.447075,58m 55.45s,train,True
atwt-07-02-10,True,True,True,True,False,explicit,True,20,400,19,47.0,3533.334059,58m 53.33s,train,True
atwt-07-03-01,True,True,True,False,False,implicit,True,23,379,21,48.56521739130435,3497.644989,58m 17.64s,nelly-excluded,True
atwt-07-03-03,True,True,True,True,False,explicit,True,24,296,18,42.41666666666666,2024.756825,33m 44.76s,train,True
atwt-07-03-06,True,True,True,True,True,explicit,True,27,346,23,44.55555555555556,3534.425397,58m 54.43s,train,True
atwt-07-03-07,True,True,True,True,False,none,True,40,406,17,1.925,3534.448617,58m 54.45s,train,True
atwt-07-03-08,True,True,True,True,False,explicit,False,24,342,17,44.958333333333336,3523.395918,58m 43.40s,nelly-excluded,False
atwt-07-03-09,True,True,True,True,False,explicit,True,27,447,14,45.51851851851852,3534.959456,58m 54.96s,train,True
atwt-07-04-01,True,True,True,False,False,implicit,True,20,321,29,50.0,3557.320272,59m 17.32s,nelly-excluded,True
atwt-07-04-03,True,True,True,True,False,explicit,True,35,343,18,41.4,3306.057143,55m 6.06s,train,True
atwt-07-04-05,True,True,True,True,True,explicit,True,29,446,16,45.48275862068966,3327.744580,55m 27.74s,train,True
atwt-07-04-06,True,True,True,True,False,explicit,True,31,343,23,43.483870967741936,3534.402177,58m 54.40s,train,True
atwt-07-04-07,True,True,True,True,False,none,True,25,326,19,2.04,3534.425397,58m 54.43s,train,True
atwt-07-04-08,True,True,True,True,False,explicit,True,36,464,20,43.11111111111112,3533.960998,58m 53.96s,train,True
atwt-07-05-01,True,True,True,False,False,implicit,True,23,413,25,50.04347826086956,3557.784671,59m 17.78s,nelly-excluded,True
atwt-07-05-05,True,True,True,True,True,explicit,True,33,333,21,44.27272727272727,3327.256961,55m 27.26s,train,True
atwt-07-05-06,True,True,True,True,False,explicit,True,30,317,28,44.23333333333333,3534.982676,58m 54.98s,train,True
atwt-07-05-07,True,True,True,True,False,none,True,48,467,23,2.3541666666666665,3534.448617,58m 54.45s,train,True
atwt-07-05-10,True,True,True,True,False,explicit,True,26,283,17,44.34615384615385,3533.403719,58m 53.40s,train,True
atwt-07-06-01,True,False,False,False,True,implicit,True,26,444,27,49.11538461538461,3558.713469,59m 18.71s,train,True
atwt-07-06-04,True,True,True,True,True,explicit,True,32,464,27,45.15625,3327.326621,55m 27.33s,train,True
atwt-07-06-05,True,True,True,True,False,explicit,True,28,396,21,44.642857142857146,3328.766259,55m 28.77s,train,True
atwt-07-06-06,True,True,True,True,False,explicit,True,23,271,18,44.26086956521739,3534.495057,58m 54.50s,train,True
atwt-07-06-07,True,True,True,True,False,none,False,45,450,23,2.022222222222222,3534.448617,58m 54.45s,nelly-excluded,False
atwt-07-06-10,True,True,True,True,False,explicit,True,24,500,16,47.333333333333336,3533.357279,58m 53.36s,train,True
atwt-07-07-03,True,True,True,True,False,explicit,False,49,356,22,40.265306122448976,3340.701315,55m 40.70s,nelly-excluded,False
atwt-07-07-04,True,True,True,True,True,explicit,True,30,403,25,45.4,3327.256961,55m 27.26s,train,True
atwt-07-07-05,True,True,True,True,False,explicit,False,30,367,19,43.6,3231.172789,53m 51.17s,nelly-excluded,False
atwt-07-07-06,True,True,True,True,True,explicit,True,23,293,20,42.73913043478261,3534.959456,58m 54.96s,train,True
atwt-07-07-10,True,True,True,True,False,explicit,True,25,525,17,48.12,3534.332517,58m 54.33s,train,True
atwt-07-08-03,True,True,True,True,True,explicit,True,31,365,20,44.935483870967744,3316.691882,55m 16.69s,train,True
atwt-07-08-04,True,True,True,True,True,explicit,True,29,457,23,44.93103448275862,3286.273741,54m 46.27s,train,True
atwt-07-08-05,True,True,True,True,False,explicit,True,26,397,22,43.53846153846154,3327.256961,55m 27.26s,train,True
atwt-07-08-08,True,True,True,True,False,explicit,True,33,429,13,45.54545454545455,3533.844898,58m 53.84s,train,True
atwt-07-08-09,True,True,True,True,False,explicit,False,22,455,15,47.45454545454545,3534.959456,58m 54.96s,nelly-excluded,False
atwt-07-09-01,True,True,True,False,True,implicit,False,27,353,33,47.66666666666666,3344.718367,55m 44.72s,nelly-excluded,False
atwt-07-09-03,True,True,True,True,False,explicit,True,32,334,14,42.25,3277.543039,54m 37.54s,train,True
atwt-07-09-04,True,True,True,True,True,explicit,True,34,370,26,44.73529411764706,3326.304943,55m 26.30s,train,True
atwt-07-09-07,True,True,True,True,False,explicit,True,26,468,15,45.0,3533.426939,58m 53.43s,train,True
atwt-07-09-08,True,True,True,True,False,explicit,True,30,435,14,43.53333333333333,3534.820136,58m 54.82s,train,True
atwt-07-09-09,True,True,True,True,False,explicit,True,37,547,21,43.270270270270274,3535.957914,58m 55.96s,train,True
atwt-07-10-01,True,True,True,False,True,implicit,False,21,347,23,50.66666666666666,3346.204444,55m 46.20s,nelly-excluded,False
atwt-07-10-03,True,True,True,True,False,explicit,True,32,403,24,45.5,3317.063401,55m 17.06s,train,True
atwt-07-10-06,True,True,True,True,False,explicit,True,31,390,22,45.45161290322581,3534.425397,58m 54.43s,train,True
atwt-07-10-07,True,True,True,True,False,explicit,True,22,378,19,44.95454545454545,3534.448617,58m 54.45s,train,True
atwt-07-10-09,True,True,True,True,False,explicit,True,32,602,20,46.6875,3537.629751,58m 57.63s,train,True
atwt-07-11-01,True,True,True,False,True,implicit,True,21,352,31,49.523809523809526,3311.699592,55m 11.70s,train,True
atwt-07-11-03,True,True,True,True,False,explicit,False,32,393,21,41.46875,3318.549478,55m 18.55s,nelly-excluded,False
atwt-07-11-05,True,True,True,True,False,explicit,True,32,392,23,45.15625,3326.281723,55m 26.28s,train,True
atwt-07-11-06,True,True,True,True,True,explicit,True,31,311,27,42.32258064516129,3534.936236,58m 54.94s,train,True
atwt-07-11-07,True,True,True,True,False,explicit,True,26,371,16,45.61538461538461,3534.425397,58m 54.43s,train,True
atwt-07-11-08,True,True,True,True,False,explicit,True,29,423,12,45.06896551724138,3533.868118,58m 53.87s,train,True
atwt-07-12-04,True,True,True,True,True,explicit,True,42,405,26,41.45238095238095,3327.814240,55m 27.81s,train,True
atwt-07-12-05,True,True,True,True,False,explicit,True,30,413,21,45.96666666666667,3326.235283,55m 26.24s,train,True
atwt-07-12-06,True,True,True,True,True,explicit,True,26,314,26,45.30769230769231,3534.471837,58m 54.47s,train,True
atwt-07-12-07,True,True,True,True,False,explicit,True,25,362,17,46.12,3534.495057,58m 54.50s,train,True
atwt-07-12-10,True,True,True,True,False,explicit,True,29,429,15,46.82758620689656,3533.357279,58m 53.36s,train,True
atwt-07-13-01,True,False,False,False,True,implicit,False,22,379,27,50.45454545454545,3361.227755,56m 1.23s,nelly-excluded,False
atwt-07-13-04,True,True,True,True,True,explicit,True,32,429,24,44.375,3325.770884,55m 25.77s,train,True
atwt-07-13-05,True,True,True,True,False,explicit,True,31,400,24,43.38709677419355,3287.202540,54m 47.20s,train,True
atwt-07-13-06,True,True,True,True,True,explicit,False,30,364,22,43.56666666666667,3534.495057,58m 54.50s,nelly-excluded,False
atwt-07-13-09,True,True,True,True,False,explicit,True,26,432,15,44.26923076923077,3524.974875,58m 44.97s,train,True
atwt-07-13-10,True,True,True,True,False,explicit,True,30,534,17,47.833333333333336,3533.821678,58m 53.82s,train,True
atwt-07-14-03,True,True,True,True,False,explicit,False,21,295,17,46.0,3315.670204,55m 15.67s,nelly-excluded,False
atwt-07-14-04,True,True,True,True,True,explicit,True,30,367,25,43.66666666666666,3327.791020,55m 27.79s,train,True
atwt-07-14-05,True,True,True,True,False,explicit,True,35,485,23,42.82857142857143,3325.770884,55m 25.77s,train,True
atwt-07-14-06,True,True,True,True,False,explicit,True,34,330,25,43.088235294117645,3533.960998,58m 53.96s,train,True
atwt-07-14-08,True,True,True,True,False,explicit,True,34,414,19,45.38235294117647,3534.425397,58m 54.43s,train,True
atwt-07-14-09,True,True,True,True,False,explicit,True,28,447,16,45.17857142857143,3534.448617,58m 54.45s,train,True
atwt-07-14-10,True,True,True,True,False,explicit,True,27,467,14,47.44444444444444,3535.354195,58m 55.35s,train,True
atwt-07-15-03,True,True,True,True,False,explicit,True,26,272,10,42.76923076923077,3316.041723,55m 16.04s,train,True
atwt-07-15-04,True,True,True,True,True,explicit,True,33,378,30,43.60606060606061,3286.738141,54m 46.74s,train,True
atwt-07-15-05,True,True,True,True,False,explicit,True,29,350,25,44.51724137931034,3328.766259,55m 28.77s,train,True
atwt-07-15-08,True,True,True,True,False,explicit,True,36,421,17,44.30555555555556,3535.516735,58m 55.52s,train,True
atwt-07-15-09,True,True,True,True,False,explicit,False,25,491,15,47.64,3538.070930,58m 58.07s,nelly-excluded,False
atwt-07-15-10,True,True,True,True,False,explicit,True,23,457,14,49.91304347826087,3533.380499,58m 53.38s,train,True
atwt-07-16-01,True,True,True,False,True,implicit,True,22,304,24,47.63636363636363,3320.244535,55m 20.24s,train,True
atwt-07-16-04,True,True,True,True,True,explicit,True,30,347,20,45.43333333333333,3325.747664,55m 25.75s,train,True
atwt-07-16-08,True,True,True,True,False,explicit,True,31,401,20,44.903225806451616,3536.027574,58m 56.03s,train,True
atwt-07-16-09,True,True,True,True,False,explicit,False,33,442,17,45.15151515151515,3535.981134,58m 55.98s,nelly-excluded,False
atwt-07-16-10,True,True,True,True,False,explicit,True,21,418,20,48.85714285714285,3533.310839,58m 53.31s,train,True
atwt-07-17-01,True,True,True,False,True,implicit,True,19,301,18,50.89473684210526,3363.851610,56m 3.85s,train,True
atwt-07-17-03,True,True,True,True,False,explicit,False,28,310,20,43.21428571428572,3275.546122,54m 35.55s,nelly-excluded,False
atwt-07-17-06,True,True,True,True,True,none,True,50,460,27,2.44,3535.957914,58m 55.96s,train,True
atwt-07-17-07,True,True,True,True,False,explicit,True,24,394,15,44.583333333333336,3535.493515,58m 55.49s,train,True
atwt-07-17-08,True,True,True,True,False,explicit,True,32,437,14,44.59375,3536.027574,58m 56.03s,train,True
atwt-07-17-09,True,True,True,True,False,explicit,True,28,450,18,46.892857142857146,3534.936236,58m 54.94s,train,True
atwt-07-18-01,True,True,True,False,True,implicit,False,20,351,27,50.15,3340.701315,55m 40.70s,nelly-excluded,False
atwt-07-18-03,True,True,True,True,False,explicit,True,29,379,21,43.41379310344828,3316.041723,55m 16.04s,train,True
atwt-07-18-05,True,True,True,True,False,explicit,True,32,483,23,44.4375,3326.746122,55m 26.75s,train,True
atwt-07-18-06,True,True,True,True,True,explicit,True,30,392,23,45.93333333333333,3535.005896,58m 55.01s,train,True
atwt-07-18-08,True,True,True,True,False,explicit,True,34,461,17,45.38235294117647,3534.982676,58m 54.98s,train,True
atwt-07-19-01,True,True,True,False,True,implicit,True,28,361,34,44.71428571428572,3341.746213,55m 41.75s,train,True
atwt-07-19-04,True,True,True,True,True,explicit,True,28,394,18,46.035714285714285,3328.789478,55m 28.79s,train,True
atwt-07-19-05,True,True,True,True,False,explicit,True,30,460,19,43.266666666666666,3287.713379,54m 47.71s,train,True
atwt-07-19-07,True,True,True,True,False,explicit,False,25,448,16,45.84,3534.448617,58m 54.45s,nelly-excluded,False
atwt-07-19-10,True,True,True,True,False,explicit,True,26,585,16,48.23076923076923,3533.868118,58m 53.87s,train,True
atwt-07-20-01,True,False,False,False,True,implicit,True,19,461,25,51.26315789473684,3341.746213,55m 41.75s,train,True
atwt-07-20-05,True,True,True,True,False,explicit,False,32,340,20,44.03125,3326.212063,55m 26.21s,nelly-excluded,False
atwt-07-20-06,True,True,True,True,False,explicit,True,31,477,22,45.45161290322581,3534.518277,58m 54.52s,train,True
atwt-07-20-09,True,True,True,True,False,explicit,True,26,552,20,47.88461538461539,3534.936236,58m 54.94s,train,True
atwt-07-20-10,True,True,True,True,False,explicit,True,28,437,13,46.17857142857143,3533.868118,58m 53.87s,train,True
atwt-07-21-04,True,True,True,True,True,explicit,True,29,379,23,45.06896551724138,3328.812698,55m 28.81s,train,True
atwt-07-21-05,True,True,True,True,False,explicit,True,29,456,28,44.93103448275862,3326.258503,55m 26.26s,train,True
atwt-07-21-06,True,True,True,True,True,explicit,True,30,348,17,46.16666666666666,3536.468753,58m 56.47s,test,True
atwt-07-21-08,True,True,True,True,False,explicit,True,38,448,17,42.92105263157895,3534.843356,58m 54.84s,train,True
atwt-07-21-09,True,True,True,True,False,explicit,False,25,449,19,47.56,3534.982676,58m 54.98s,nelly-excluded,False
atwt-07-22-03,True,True,True,False,True,implicit,True,20,219,18,42.5,3316.181043,55m 16.18s,train,True
atwt-07-22-04,True,True,True,True,True,explicit,True,32,425,29,45.375,3288.735057,54m 48.74s,train,True
atwt-07-22-05,True,True,True,True,False,explicit,True,28,355,19,42.35714285714285,3326.281723,55m 26.28s,train,True
atwt-07-22-09,True,True,True,True,False,explicit,True,23,574,18,48.43478260869565,3534.936236,58m 54.94s,train,True
atwt-07-23-01,True,True,True,False,True,implicit,True,23,429,30,50.82608695652174,3338.727619,55m 38.73s,train,True
atwt-07-23-03,True,True,True,False,False,implicit,True,29,399,16,45.0,3274.013605,54m 34.01s,nelly-excluded,True
atwt-07-23-04,True,True,True,True,True,explicit,True,34,321,25,43.47058823529412,2322.065125,38m 42.07s,train,True
atwt-07-23-07,True,True,True,True,False,explicit,True,30,420,22,45.833333333333336,3534.448617,58m 54.45s,train,True
atwt-07-23-08,True,True,True,True,False,explicit,True,33,392,23,43.78787878787879,3534.866576,58m 54.87s,train,True
atwt-07-23-09,True,True,True,True,False,explicit,True,20,534,16,47.25,3534.936236,58m 54.94s,train,True
atwt-07-23-10,True,True,True,True,False,explicit,True,32,450,18,45.8125,3533.426939,58m 53.43s,train,True
atwt-07-24-01,True,True,True,False,True,implicit,True,24,413,33,47.583333333333336,3341.235374,55m 41.24s,train,True
atwt-07-24-03,True,True,True,True,False,explicit,False,30,511,19,45.13333333333333,3339.215238,55m 39.22s,nelly-excluded,False
atwt-07-24-06,True,True,True,True,True,explicit,True,31,457,20,44.58064516129032,3534.471837,58m 54.47s,test,True
atwt-07-24-07,True,True,True,True,False,explicit,True,22,435,18,48.81818181818182,3534.495057,58m 54.50s,train,True
atwt-07-24-09,True,True,True,True,False,explicit,True,28,429,16,46.535714285714285,3534.959456,58m 54.96s,train,True
atwt-07-25-01,True,True,True,False,True,implicit,False,27,439,28,48.2962962962963,3300.182494,55m 0.18s,nelly-excluded,False
atwt-07-25-03,True,True,True,True,False,explicit,False,32,428,27,44.0625,3338.193560,55m 38.19s,nelly-excluded,False
atwt-07-25-05,True,True,True,True,False,explicit,False,24,355,23,46.54166666666666,3327.744580,55m 27.74s,nelly-excluded,False
atwt-07-25-06,True,True,True,True,True,explicit,True,34,460,24,44.88235294117647,3534.448617,58m 54.45s,test,True
atwt-07-25-07,True,True,True,True,False,explicit,True,22,407,17,48.36363636363637,3535.447075,58m 55.45s,train,True
atwt-07-25-08,True,True,True,True,False,explicit,False,36,308,15,42.36111111111112,3534.913016,58m 54.91s,nelly-excluded,False
atwt-07-26-01,True,True,True,False,True,implicit,False,18,305,20,50.22222222222222,3340.190476,55m 40.19s,nelly-excluded,False
atwt-07-26-04,True,True,True,True,True,explicit,True,30,346,21,45.06666666666667,3308.797098,55m 8.80s,train,True
atwt-07-26-05,True,True,True,True,False,explicit,True,24,383,22,45.29166666666666,3327.233741,55m 27.23s,train,True
atwt-07-26-06,True,True,True,True,False,none,False,38,357,22,2.4473684210526314,3535.957914,58m 55.96s,nelly-excluded,False
atwt-07-26-07,True,True,True,True,False,explicit,True,31,432,27,45.45161290322581,3534.425397,58m 54.43s,train,True
atwt-07-26-10,True,True,True,True,False,explicit,True,27,425,16,45.07407407407408,3533.914558,58m 53.91s,train,True
atwt-07-27-01,True,False,False,False,True,implicit,True,26,382,28,43.92307692307692,3186.056417,53m 6.06s,nelly-excluded,True
atwt-07-27-04,True,True,True,True,True,explicit,True,33,417,24,44.27272727272727,3286.273741,54m 46.27s,train,True
atwt-07-27-05,True,True,True,True,False,explicit,True,31,451,19,43.483870967741936,3326.281723,55m 26.28s,train,True
atwt-07-27-06,True,True,True,True,True,explicit,True,29,505,24,45.793103448275865,3534.495057,58m 54.50s,train,True
atwt-07-27-07,True,True,True,True,False,explicit,True,29,387,22,44.13793103448276,3533.984218,58m 53.98s,train,True
atwt-07-27-09,True,True,True,True,False,explicit,True,27,534,19,47.22222222222222,3534.936236,58m 54.94s,train,True
atwt-07-27-10,True,True,True,True,False,explicit,True,29,409,14,48.241379310344826,3533.380499,58m 53.38s,train,True
atwt-07-28-03,True,True,True,False,False,implicit,True,26,373,21,45.23076923076923,3341.722993,55m 41.72s,nelly-excluded,True
atwt-07-28-04,True,True,True,True,True,explicit,False,30,395,23,45.8,3327.326621,55m 27.33s,nelly-excluded,False
atwt-07-28-05,True,True,True,True,False,explicit,True,29,414,15,45.58620689655172,3324.749206,55m 24.75s,train,True
atwt-07-28-06,True,True,True,True,True,explicit,True,30,361,19,44.6,3535.493515,58m 55.49s,train,True
atwt-07-28-09,True,True,True,True,False,explicit,True,26,447,14,47.19230769230769,3534.843356,58m 54.84s,train,True
atwt-07-28-10,True,True,True,True,False,explicit,True,24,416,13,47.79166666666666,3532.823220,58m 52.82s,train,True
atwt-07-29-03,True,True,True,False,False,implicit,True,27,329,21,43.333333333333336,3340.701315,55m 40.70s,nelly-excluded,True
atwt-07-29-04,True,True,True,True,True,explicit,False,28,331,22,44.035714285714285,3326.304943,55m 26.30s,nelly-excluded,False
atwt-07-29-05,True,True,True,True,False,explicit,True,25,364,16,45.12,3288.735057,54m 48.74s,train,True
atwt-07-29-09,True,True,True,True,False,explicit,True,25,577,14,48.8,3534.820136,58m 54.82s,train,True
atwt-07-30-01,True,True,True,False,True,implicit,True,29,289,28,47.793103448275865,3340.190476,55m 40.19s,train,True
atwt-07-30-03,False,False,False,False,False,implicit,True,5,346,26,56.2,3303.177868,55m 3.18s,nelly-excluded,False
atwt-07-30-04,True,True,True,True,True,explicit,False,36,356,23,41.333333333333336,3326.304943,55m 26.30s,nelly-excluded,False
atwt-07-30-07,True,True,True,True,False,explicit,True,24,393,18,46.0,3534.425397,58m 54.43s,train,True
atwt-07-30-09,True,True,True,True,False,explicit,True,27,597,15,47.74074074074074,3535.307755,58m 55.31s,train,True
atwt-07-31-01,True,True,True,False,True,implicit,False,28,377,36,46.285714285714285,3340.701315,55m 40.70s,nelly-excluded,False
atwt-07-31-03,True,True,True,True,False,explicit,True,36,347,20,43.61111111111112,3340.190476,55m 40.19s,train,True
atwt-07-31-06,True,True,True,True,True,explicit,True,28,536,26,46.5,3534.448617,58m 54.45s,train,True
atwt-07-31-07,True,False,False,True,False,none,True,39,405,24,2.076923076923077,3534.448617,58m 54.45s,train,True
atwt-07-31-08,True,True,True,True,False,explicit,True,29,494,21,45.55172413793103,3534.889796,58m 54.89s,train,True
atwt-07-31-09,True,True,True,True,False,explicit,True,24,591,17,49.0,3534.355737,58m 54.36s,train,True
atwt-08-01-01,True,True,True,False,True,implicit,True,25,344,26,46.52,3342.744671,55m 42.74s,train,True
atwt-08-01-05,True,True,True,True,False,explicit,True,27,459,17,48.0,3328.255420,55m 28.26s,train,True
atwt-08-01-06,True,True,True,True,False,explicit,True,26,492,17,46.26923076923077,3534.471837,58m 54.47s,train,True
atwt-08-01-08,True,True,True,True,False,explicit,True,36,428,25,43.94444444444444,3534.309297,58m 54.31s,train,True
atwt-08-02-01,True,True,True,False,True,implicit,True,17,411,20,51.588235294117645,3300.670113,55m 0.67s,train,True
atwt-08-02-04,True,True,True,True,True,explicit,True,29,350,21,43.89655172413793,3326.281723,55m 26.28s,train,True
atwt-08-02-05,True,True,True,True,False,explicit,True,23,397,16,47.0,3327.303401,55m 27.30s,train,True
atwt-08-02-06,True,True,True,True,True,explicit,True,33,425,18,45.24242424242424,3535.447075,58m 55.45s,test,True
atwt-08-02-07,True,True,True,True,False,explicit,True,25,466,15,47.2,3534.959456,58m 54.96s,train,True
atwt-08-02-10,True,True,True,True,False,explicit,True,24,574,18,48.79166666666666,3532.823220,58m 52.82s,train,True
atwt-08-03-01,True,False,False,False,True,implicit,True,22,408,26,50.04545454545455,3339.726077,55m 39.73s,train,True
atwt-08-03-04,True,True,True,True,True,explicit,True,28,361,22,44.035714285714285,3327.280181,55m 27.28s,train,True
atwt-08-03-05,True,True,True,True,False,explicit,True,26,452,20,47.03846153846154,3286.738141,54m 46.74s,train,True
atwt-08-03-06,True,True,True,True,True,explicit,True,25,406,18,45.72,3535.005896,58m 55.01s,test,True
atwt-08-03-07,True,True,True,True,False,explicit,True,27,426,21,44.96296296296296,3534.913016,58m 54.91s,train,True
atwt-08-03-09,True,True,True,True,False,explicit,True,26,505,11,47.15384615384615,3533.798458,58m 53.80s,train,True
atwt-08-03-10,True,True,True,True,True,explicit,True,25,439,22,46.84,3533.798458,58m 53.80s,train,True
atwt-08-04-04,True,True,True,True,True,explicit,False,34,389,27,43.35294117647059,3328.325079,55m 28.33s,nelly-excluded,False
atwt-08-04-05,True,True,True,True,False,explicit,True,23,404,18,46.78260869565217,3327.767800,55m 27.77s,train,True
atwt-08-04-08,True,True,True,True,False,explicit,True,43,454,18,44.04651162790697,3530.338685,58m 50.34s,train,True
atwt-08-04-09,True,True,True,True,False,explicit,True,27,462,20,47.0,3534.309297,58m 54.31s,train,True
atwt-08-05-04,True,True,True,True,True,explicit,False,26,493,22,47.42307692307692,3286.784580,54m 46.78s,nelly-excluded,False
atwt-08-05-05,True,True,True,True,False,explicit,True,28,394,16,45.392857142857146,3327.233741,55m 27.23s,train,True
atwt-08-05-08,True,True,True,True,False,explicit,True,29,420,11,47.41379310344828,3534.913016,58m 54.91s,train,True
atwt-08-05-09,True,True,True,True,False,explicit,True,29,487,21,48.03448275862069,3534.913016,58m 54.91s,train,True
atwt-08-05-10,True,True,True,True,True,explicit,False,28,357,13,47.25,3533.821678,58m 53.82s,nelly-excluded,False
atwt-08-06-01,True,True,True,False,True,implicit,True,30,346,46,45.1,3341.212154,55m 41.21s,train,True
atwt-08-06-03,True,True,True,True,False,explicit,True,38,374,30,43.18421052631579,3317.202721,55m 17.20s,train,True
atwt-08-06-04,True,True,True,True,True,explicit,True,30,345,28,43.86666666666667,3327.280181,55m 27.28s,train,True
atwt-08-06-07,True,True,True,True,False,explicit,True,25,410,23,44.6,3534.959456,58m 54.96s,train,True
atwt-08-06-08,True,True,True,True,False,explicit,True,33,473,23,45.696969696969695,3539.022948,58m 59.02s,train,True
atwt-08-06-09,True,True,True,True,False,explicit,True,28,502,13,47.5,3534.843356,58m 54.84s,train,True
atwt-08-06-10,True,True,True,True,True,explicit,False,29,451,22,46.44827586206897,3533.891338,58m 53.89s,nelly-excluded,False
atwt-08-07-01,True,True,True,False,True,implicit,True,35,310,42,42.114285714285714,3343.673469,55m 43.67s,train,True
atwt-08-07-06,True,True,True,True,False,explicit,False,32,476,22,44.40625,3535.493515,58m 55.49s,nelly-excluded,False
atwt-08-07-07,True,True,True,True,False,explicit,True,23,425,18,47.26086956521739,3534.495057,58m 54.50s,train,True
atwt-08-07-09,True,True,True,True,False,explicit,True,31,514,15,45.54838709677419,3523.303039,58m 43.30s,train,True
atwt-08-08-01,True,True,True,False,True,implicit,True,22,349,21,49.54545454545455,3340.190476,55m 40.19s,train,True
atwt-08-08-03,True,True,True,True,False,explicit,True,28,372,18,46.142857142857146,3316.552562,55m 16.55s,train,True
atwt-08-08-05,True,True,True,True,False,explicit,True,33,496,19,44.57575757575758,3327.744580,55m 27.74s,train,True
atwt-08-08-06,True,True,True,True,False,explicit,True,31,505,20,46.25806451612903,3534.959456,58m 54.96s,train,True
atwt-08-08-07,True,True,True,True,False,explicit,True,25,381,20,45.4,3534.448617,58m 54.45s,train,True
atwt-08-08-08,True,True,True,True,False,explicit,True,38,444,25,44.68421052631579,3534.332517,58m 54.33s,train,True
atwt-08-09-04,True,True,True,True,True,explicit,True,30,356,24,43.333333333333336,2333.837642,38m 53.84s,train,True
atwt-08-09-05,True,True,True,True,False,explicit,True,26,396,20,46.5,3286.714921,54m 46.71s,train,True
atwt-08-09-06,True,True,True,True,False,explicit,False,32,409,17,43.46875,3534.448617,58m 54.45s,nelly-excluded,False
atwt-08-09-07,True,True,True,True,False,explicit,True,24,362,21,46.875,3534.425397,58m 54.43s,train,True
atwt-08-10-01,True,True,True,False,True,implicit,True,31,407,33,45.74193548387097,3301.134512,55m 1.13s,train,True
atwt-08-10-04,True,True,True,True,True,explicit,True,29,413,24,44.172413793103445,3289.733515,54m 49.73s,train,True
atwt-08-10-05,True,True,True,True,False,explicit,True,27,441,22,45.55555555555556,3328.255420,55m 28.26s,train,True
atwt-08-10-06,True,True,True,True,False,explicit,True,31,408,17,43.32258064516129,3534.448617,58m 54.45s,train,True
atwt-08-10-07,True,True,True,True,False,explicit,True,29,464,19,45.44827586206897,3510.392744,58m 30.39s,train,True
atwt-08-10-09,True,True,True,True,False,explicit,True,26,446,15,47.42307692307692,3533.798458,58m 53.80s,train,True
atwt-08-10-10,True,True,True,True,True,explicit,True,32,484,19,46.125,3533.821678,58m 53.82s,train,True
atwt-08-11-03,True,True,True,True,False,explicit,False,25,358,18,43.88,3343.673469,55m 43.67s,nelly-excluded,False
atwt-08-11-04,True,True,True,True,True,explicit,True,33,403,32,42.51515151515152,3327.814240,55m 27.81s,train,True
atwt-08-11-05,True,True,True,True,False,explicit,False,21,384,18,45.285714285714285,3326.281723,55m 26.28s,nelly-excluded,False
atwt-08-11-06,True,True,True,True,False,explicit,True,26,407,21,44.57692307692308,3534.471837,58m 54.47s,train,True
atwt-08-11-09,True,True,True,True,False,explicit,True,27,451,13,46.2962962962963,3534.680816,58m 54.68s,train,True
atwt-08-11-10,True,True,True,True,True,explicit,True,28,518,13,45.85714285714285,3533.334059,58m 53.33s,train,True
atwt-08-12-03,True,True,True,True,False,explicit,True,34,323,18,42.6764705882353,3341.212154,55m 41.21s,train,True
atwt-08-12-04,True,True,True,True,True,explicit,True,34,353,22,43.26470588235294,3327.814240,55m 27.81s,train,True
atwt-08-12-05,True,True,True,True,False,explicit,True,28,466,21,45.82142857142857,3326.792562,55m 26.79s,train,True
atwt-08-12-08,True,True,True,True,False,explicit,True,28,376,21,43.10714285714285,3524.278277,58m 44.28s,train,True
atwt-08-12-09,True,True,True,True,False,explicit,True,25,464,14,47.76,3533.868118,58m 53.87s,train,True
